번호,문제,보기1,보기2,보기3,보기4,정답
40,지면으로부터 4m의 높이에 설치된 수평관 내로 물이 4m/s 로 흐르고 있다. 물의 압력이 78.4 kPa인 관 내의 한 점에 서 전수두는 지면을 기준으로 약 몇 m 인가?,4.76,6.24,8.82,12.81 3과목 : 소방관계법규,4
41,소방기본법령상 소방본부장 또는 소방서장은 소방상 필요한 훈련 및 교육을 실시하고자 하는 때에는 화재경계지구 안의 관계인에게 훈련 또는 교육 며칠 전까지 그 사실을 통보하 여야 하는가?,5,7,10,14,3
42,"특정소방대상물의 관계인이 소방안전관리자를 해임한 경우 재선임 신고를 해야 하는 기준은? (단, 해임한 날부터를 기 준일로 한다.)(문제 오류로 실제 시험에서는 모두 정답처리 되었습니다. 여기서는 1번을 누르면 정답 처리 됩니다.)",10일 이내,20일 이내,30일 이내,40일 이내,1
43,소방용수시설 중 소화전과 급수탑의 설치기준으로 틀린 것 은?,급수탑 급수배관의 구경은 100mm 이상으로 할 것,소화전은 상수도와 연결하여 지하식 또는 지상식의 구조 로 할 것,소방용호스와 연결하는 소화전의 연결금속구의 구경은 65mm로 할 것,급수탑의 개폐밸브는 지상에서 1.5m 이상 1.8m 이하의 위치에 설치할 것,4
44,"경유의 저장량이 2000리터, 중유의 저장량이 4000리터, 등 유의 저장량이 2000리터인 저장소에 있어서 지정수량의 배 수는?",동일,6배,3배,2배,2
45,"소방기본법상 명령권자가 소방본부장, 소방서장 또는 소방 대장에게 있는 사항은?",소방 활동을 할 때에 긴급한 경우에는 이웃한 소방본부 장 또는 소방서장에게 소방업무의 응원을 요청할 수 있 다.,"화재, 재난·재해, 그 밖의 위급한 상황이 발생한 현장에 서 소방활동을 위하여 필요할 때에는 그 관할구역에 사 는 사람 또는 그 현장에 있는 사람으로 하여금 사람을 구출하는 일 또는 불을 끄거나 불이 번지지 아니하도록 하는 일을 하게 할 수 있다.",수사기관이 방화 또는 실화의 혐의가 있어서 이미 피의 자를 체포하였거나 증거물을 압수하였을 때에 화재조사 를 위하여 필요한 경우에는 수사에 지장을 주지 아니하 는 범위에서 그 피의자 또는 압수된 증거물에 대한 조사 를 할 수 있다.,"화재, 재난·재해, 그밖의 위급한 상황이 발생하였을 때에 는 소방대를 현장에 신속하게 출동시켜 화재진압과 인명 구조·구급 등 소방에 필요한 활동을 하게 하여야 한다.",2
46,"화재가 발생하는 경우 인명 또는 재산의 피해가 클 것으로 예상되는 때 소방대상물의 개수·이전·제거, 사용금지 등의 필요한 조치를 명할 수 있는 자는?",시·도지사,의용소방대장,기초자치단체장,소방본부장 또는 소방서장,4
47,"소방기본법상 보일러, 난로, 건조설비, 가스·전기시설, 그 밖 에 화재 발생 우려가 있는 설비 또는 기구 등의 위치·구조 및 관리와 화재 예방을 위하여 불을 사용할 때 지켜야 하는 사항은 무엇으로 정하는가?",총리령,대통령령,시·도 조례,행정안전부령,2
48,"아파트로 층수가 20층인 특정소방대상물에서 스프링클러 설 비를 하여야 하는 층수는? (단, 아파트는 신축을 실시하는 경우이다.)",전층,15층 이상,11층 이상,6층 이상,1
49,소방기본법령상 소방본부 종합상황실 실장이 소방청의 종합 상황실에 서면·모사전송 또는 컴퓨터통신 등으로 보고하여 야 하는 화재의 기준에 해당하지 않는 것은?,항구에 매어둔 총 톤수가 1000톤 이상인 선박에서 발생 한 화재,연면적 15000m2 이상인 공장 또는 화재경계지구에서 발 생한 화재,지정수량의 1000배 이상의 위험물의 제조소·저장소·취급 소에서 발생한 화재,층수가 5층 이상이거나 병상이 30개 이상인 종합병원·정 신병원·한방병원·요양소에서 발생한 화재,3
50,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법상 소 방시설 등에 대한 자체점검을 하지 아니하거나 관리업자 등 으로 하여금 정기적으로 점검하게 하지 아니한 자에 대한 벌칙 기준으로 옳은 것은?",1년 이하의 징역 또는 1000만원 이하의 벌금,3년 이하의 징역 또는 1500만원 이하의 벌금,3년 이하의 징역 또는 3000만원 이하의 벌금,6개월 이하의 징역 또는 1000만원 이하의 벌금,1
51,"소방기본법령상 특수가연물의 저장 및 취급기준 중 석탄·목 탄류를 발전용으로 저장하는 경우 쌓는 부분의 바닥면적은 몇 m2 이하인가? (단, 살수설비를 설치하거나, 방사능력 범 위에 해당 특수가연물이 포함되도록 대형수동식소화기를 설 치하는 경우이다.)",200,250,300,350,3
52,제3류 위험물 중 금수성 물품에 적응성이 있는 소화약제는?,물,강화액,팽창질석,인산염류분말,3
53,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 소방특별조사위원회의 위원에 해당하지 아니하는 사람은?",소방기술사,소방시설관리사,소방 관련 분야의 석사학위 이상을 취득한 사람,소방 관련 법인 또는 단체에서 소방 관련 업무에 3년 이 상 종사한 사람,4
54,소방특별조사 결과에 따른 조치명령으로 손실을 입어 손실 을 보상하는 경우 그 손실을 입은 자는 누구와 손실보상을 협의하여야 하는가?,소방서장,시·도지사,소방본부장,행정안전부장관,2
55,위험물운송자 자격을 취득하지 아니한 자가 위험물 이동탱 크저장소 운전 시의 벌칙으로 옳은 것은?,100만원 이하의 벌금,300만원 이하의 벌금,500만원 이하의 벌금,1000만원 이하의 벌금,4
56,1급 소방안전관리대상물이 아닌 것은?,15층인 특정소방대상물(아파트는 제외),가연성가스를 2000톤 저장·취급하는 시설,21층인 아파트로서 300세대인 것,연면적 20000m2 인 문화집회 및 운동시설,3
57,문화재보호법의 규정에 의한 유형문화재와 지정문화재에 있 어서는 제조소 등과의 수평거리를 몇 m 이상 유지하여야 하는가?,20,30,50,70,3
58,"다음 중 중급기술자의 학력·경력자에 대한 기준으로 옳은 것은? (단, “학력·경력자”란 고등학교·대학 또는 이와 같은 수준 이상의 교육기관의 소방 관련학과의 정해진 교육과정 을 이수하고 졸업하거나 그 밖의 관계법령에 따라 국내 또 는 외국에서 이와 같은 수준 이상의 학력이 있다고 인정되 는 사람을 말한다.)(2022년 12월 30일 개정된 규정 적용됨)",고등학교를 졸업 후 15년 이상 소방 관련 업무를 수행한 자,학사학위를 취득한 후 5년 이상 소방 관련 업무를 수행 한 자,석사학위를 취득한 후 3년 이상 소방 관련 업무를 수행 한 자,박사학위를 취득한 후 1년 이상 소방 관련 업무를 수행 한 자,2
59,"소방시설공사업법령상 상주 공사감리 대상 기준 중 다음 ㉠, ㉡, ㉢에 알맞은 것은?","㉠ 10000, ㉡ 11, ㉢ 600","㉠ 10000, ㉡ 16, ㉢ 500","㉠ 30000, ㉡ 11, ㉢ 600","㉠ 30000, ㉡ 16, ㉢ 500",4
60,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법상 소 방안전관리대상물의 소방안전관리자 업무가 아닌 것은?(문 제 오류로 실제 시험에서는 모두 정답처리 되었습니다. 여 기서는 1번을 누르면 정답 처리 됩니다.)",소방훈련 및 교육,"피난시설, 방화구획 및 방화시설의 유지·관리",자위소방대 및 초기대응체계의 구성·운영·교육,피난계획에 관한 사항과 대통령령으로 정하는 사항이 포 함된 소방계획서의 작성 및 시행 4과목 : 소방기계시설의 구조 및 원리,1
61,대형 이산화탄소 소화기의 소화약제 충전량은 얼마인가?,20 kg 이상,30 kg 이상,50 kg 이상,70 kg 이상,3
62,"개방형스프링클러설비에서 하나의 방수구역을 담당하는 헤 드의 개수는 몇 개 이하로 해야 하는가? (단, 방수구역은 나 누어져 있지 않고 하나의 구역으로 되어 있다.)",50,40,30,20,1
63,분말소화설비의 가압용 가스용기에 대한 설명으로 틀린 것 은?,가압용가스 용기를 3병 이상 설치한 경우에는 2개 이상 의 용기에 전자개방밸브를 부착할 것,가압용가스 용기에는 2.5 MPa 이하의 압력에서 조정이 가능한 압력조정기를 설치할 것,가압용가스에 질소가스를 사용하는 것의 질소가스는 소 화약제 1kg 마다 20 L(35℃에서 1기압의 압력상태로 환 산한 것) 이상으로 할 것,축압용가스에 질소가스를 사용하는 것의 질소가스는 소 화약제 1kg 마다 10 L(35℃에서 1기압의 압력상태로 환 산한 것) 이상으로 할 것,3
64,소화용수 설비의 소화수조가 옥상 또는 옥탑의 부분에 설치 된 경우 지상에 설치된 채수구에서의 압력은 얼마 이상이어 야 하는가?,0.15 MPa,0.20 MPa,0.25 MPa,0.35 MPa,1
65,스프링클러소화설비의 배관 내 압력이 얼마 이상일 때 압력 배관용 탄소강관을 사용해야 하는가?,0.1 MPa,0.5 MPa,0.8 MPa,1.2 MPa,4
66,"할론소화설비에서 국소방출방식의 경우 할론소화약제의 양 을 산출하는 식은 다음과 같다. 여기서 A는 무엇을 의미하 는가? (단, 가연물이 비산할 우려가 있는 경우로 가정한다.)",방호공간의 벽면적의 합계,창문이나 문의 틈새면적의 합계,개구부 면적의 합계,방호대상물 주위에 설치된 벽의 면적의 합계,1
67,이산화탄소 소화약제의 저장용기 설치기준 중 옳은 것은?,"저장용기의 충전비는 고압식은 1.9 이상 2.3 이하, 저압 식은 1.5 이상 1.9 이하로 할 것",저압식 저장용기에는 액면계 및 압력계와 2.1 MPa 이상 1.7 MPa 이하의 압력에서 작동하는 압력경보장치를 설 치할 것,"저장용기는 고압식은 25 MPa 이상, 저압식은 3.5 MPa 이상의 내압시헙압력에 합격한 것으로 할 것",저압식 저장용기에는 내압시험압력의 1.8배의 압력에서 작동하는 안전밸브와 내압시험압력의 0.8배부터 내압시 험압력까지의 범위에서 작동하는 봉판을 설치할 것,3
68,포헤드를 정방형으로 설치 시 헤드와 벽과의 최대 이격거리 는 약 몇 m 인가?,1.48,1.62,1.76,1.91,1
69,소화용수설비와 관련하여 다음 설명 중 괄호 안에 들어갈 항목으로 옳게 짝지어진 것은?,"ⓐ : 150, ⓑ 75","ⓐ : 150, ⓑ 100","ⓐ : 180, ⓑ 75","ⓐ : 180, ⓑ 100",3
70,연소방지설비의 수평주행배관의 설치 기준에 대한 설명 중 괄호 안의 항목이 옳게 짝지어진 것은?(관련 규정 개정전 문제로 여기서는 기존 정답인 2번을 누르면 정답 처리됩니 다. 자세한 내용은 해설을 참고하세요.),"ⓐ 80, ⓑ 1/1000","ⓐ 100, ⓑ 1/1000","ⓐ 80, ⓑ 2/1000","ⓐ 100, ⓑ 2/1000",2
71,"예상제연구역 바닥면적 400m2 미만 거실의 공기유입구와 배출구간의 직선거리 기준으로 옳은 것은? (단, 제연경계에 의한 구획을 제외한다.)",2m 이상 확보되어야 한다.,3m 이상 확보되어야 한다.,5m 이상 확보되어야 한다.,10m 이상 확보되어야 한다.,3
72,다음 중 스프링클러설비와 비교하여 물분무 소화설비의 장 점으로 옳지 않은 것은?,소량의 물을 사용함으로써 물의 사용량 및 방사량을 줄 일 수 있다.,운동에너지가 크므로 파괴주수 효과가 크다.,전기 절연성이 높아서 고압통전기기의 화재에도 안전하 게 사용할 수 있다.,물의 방수과정에서 화재열에 따른 부피증가량이 커서 질 식효과를 높일 수 있다.,2
73,"일정 이상의 층수를 가진 오피스텔에서는 모든 층에 주거용 주방자동소화장치를 설치해야 하는데, 몇 층 이상인 경우 이러한 조치를 취해야 하는가?(2023년 03월 07일 개정된 규정 적용됨)",20층 이상,25층 이상,30층 이상,모든 곳(층수와 무관),4
74,"수직강하식 구조대가 구조적으로 갖추어야 할 조건으로 옳 지 않은 것은? (단, 건물내부의 별실에 설치하는 경우는 제 외한다.)(2023년 08월 14일 개정된 규정 적용됨)",구조대의 포지는 외부포지와 내부포지로 구성한다.,포지는 사용 시 충격을 흡수하도록 수직방향으로 현저하 게 늘어나야 한다.,구조대는 연속하여 강하할 수 있는 구조이어야 한다.,입구틀 및 취부틀의 입구는 지름 60cm 이상의 구체가 통과할 수 있어야 한다.,2
75,주차장에 분말소화약제 120kg을 저장하려고 한다. 이때 필 요한 저장용기의 최소 내용적(L)은?,96,120,150,180,2
76,다음 중 노유자 시설의 4층 이상 10층 이하에서 적응성이 있는 피난기구가 아닌 것은?,피난교,다수인피난장비,승강식피난기,미끄럼대,4
77,물분소화설비를 설치하는 차고의 배수설비 설치기준 중 틀 린 것은?,차량이 주차하는 장소의 적당한 곳에 높이 10cm 이상의 경계턱으로 배수구를 설치할 것,"길이 40m 이하마다 집수관, 소화핏트 등 기름분리장치 를 설치할 것",차량이 주차하는 바닥은 배수구를 향하여 100분의 1 이 상의 기울기를 유지할 것,배수설비는 가압송수장치의 최대 송수능력의 수량을 유 효하게 배수할 수 있는 크기 및 기울기로 할 것,3
78,"층수가 10층인 일반창고에 습식 폐쇄형 스프링클러헤드가 설치되어 있다면 이 설비에 필요한 수원의 양은 얼마 이상 이어야 하는가? (단, 이 창고는 특수가연물을 저장·취급하지 않는 일반물품을 적용하고, 헤드가 가장 많이 설치된 층은 8층으로서 40개가 설치되어 있다.)",16m3,32m3,48m3,64m3,2
79,포소화설비에서 펌프의 토출관에 압입기를 설치하여 포 소 화약제 압입용 펌프로 포소화약제를 압입시켜 혼합하는 방 식은?,라인 프로포셔너방식,펌프 프로포셔너방식,프레져 프로포셔너방식,프레져사이드 프로포셔너방식,4
80,다음 중 옥내소화전의 배관 등에 대한 설치방법으로 옳지 않은 것은?,펌프의 토출 측 주배관의 구경은 평균 유속을 5m/s 가 되도록 설치하였다.,배관 내 사용압력이 1.1 MPa 인 곳에 배관용탄소강관을 사용하였다.,옥내소화전 송수구를 단구형으로 설치하였다.,송수구로부터 주배관에 이르는 연결배관에는 개폐밸브를 설치하지 않았다.,1
