번호,문제,보기1,보기2,보기3,보기4,정답
43,위험물안전관리법령상 취급하는 위험물의 최대수량이 지정 수량의 10배 이하인 경우 공지의 너비 기준은? (문제 오류 로 가답안 발표시 4번으로 발표되었지만 확정 답안 발표시 모두 정답처리 되었습니다. 여기서는 가답안인 4번을 누르 면 정답 처리 됩니다.),2m 이하,2m 이상,3m 이하,3m 이상,4
44,위험물안전관리법령상 제조소 또는 일반 취급소에서 취급하 는 제4류 위험물의 최대수량의 합이 지정수량의 48만배 이 상인사업소의 자체소방대에 두는 화학소방자동차 및 인원기 준으로 다음 ( ) 안에 알맞은 것은?,"ⓐ 1대, ⓑ 5인","ⓐ 2대, ⓑ 10인","ⓐ 3대, ⓑ 15인","ⓐ 4대, ⓑ 20인",4
45,"화재예방법상 특수가연물의 저장 및 취급기준이 아닌 것은? (단, 석탄/목탄류를 발전용으로 저장하는 경우는 제외)(2023 년 01월 03일 개정된 규정 적용됨)",품명별로 구분하여 쌓는다.,쌓는 높이는 20m 이하가 되도록 한다.,쌓는 부분의 바닥면적 사이는 실내의 경우1.2m 또는 쌓 는 높이 1/2 중 큰 값 이상으로 간격을 둘 것,특수가연물을 저장 또는 취급하는 장소에는 품명·최대수 량 및 화기취급의 금지 표지를 설치해야 한다.,2
46,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 소화설비를 구성하는 제품 또는 기기에 해당하지 않는 것 은?",가스누설경보기,소방호스,스프링클러헤드,분말자동소화장치,1
47,소방기본법령상 출동한 소방대원에게 폭행 또는 협박을 행 사하여 화재진압 인명구조 또는 구급활동을 방해한 사람에 대한 벌칙 기준은?,500만원 이하의 과태료,1년 이하의 징역 또는 1000만원 이하의 벌금,3년 이하의 징역 또는 3000만원 이하의 벌금,5년 이하의 징역 또는 5000만원 이하의 벌금,4
48,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 건축허가 등의 동의 대상물의 범위로 틀린 것은?",항공기 격납고,방송용 송·수신탑,연면적이 400제곱미터 이상인 건축물,지하층 또는 무창층이 있는 건축물로서 바닥면적이 50제 곱미터 이상인 층이 있는 것,4
49,소방시설공사업법령에 따른 완공검사를 위한 현장확인 대상 특정소방대상물의 범위기준으로 틀린 것은?,연면적 1만제곱미터 이상이거나 11층이상인 특정소방대 상물(아파트는 제외),가연성가스를 제조·저장 또는 취급하는 시설 중 지상에 노출된 가연성가스탱크의 저장용량 합계가 1천톤 이상인 시설,호스릴 방식의 소화설비가 설치되는 특정소방대상물,"문화 및 집회시설, 종교시설, 판매시설, 노유자시설, 수 련시설, 운동시설, 숙박시설, 창고시설, 지하상가",3
50,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 스프링클러설비를 설치하여야 할 특정소방대상물에 다음 중 어떤 소방시설을 화재안전기준에 적합하게 설치하면 면제 받을 수 있는가? (문제 오류로 가답안 발표시 2번으로 발표 되었지만 확정 답안 발표시 1, 2, 4번이 정답처리 되었습니 다. 여기서는 가답안인 2번을 누르면 정답 처리 됩니다.)",포소화설비,물분무소화설비,간이스프링클러설비,이산화탄소소화설비,2
51,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 대통령령 또는 화재안전기준이 변경되어 그 기준이 강화되 는 경우 기존 특정 소방대상물의 소방시설 중 강화된 기준 을 설치장소와 관계없이 항상 적용하여야 하는 것은? (단, 건축물의 신축·개축·재축·이전 및 대수선중인 특정소방대상 물을 포함한다.)",제연설비,비상경보설비,옥내소화전설비,화재조기진압용 스프링클러설비,2
52,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 시·도지사가 소방시설 등의 자체점검을 하지 아니한 관리업 자에게 영업정지를 명할 수 있으나, 이로 인해 국민에게 심 한 불편을 줄 때에는 영업정지처분을 갈음하여 과징금 처분 을 한다. 과징금의 기준은?",1000만원 이하,2000만원 이하,3000만원 이하,5000만원 이하,3
53,위험물안전관리법령상 위험물별 성질로서 틀린 것은?,제1류 : 산화성 고체,제2류 : 가연성 고체,제4류 : 인화성 액체,제6류 : 인화성 고체,4
54,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 소방시설등의 종합정밀점검 대상기준에 맞게 ( )에 들어갈 내용으로 옳은 것은?",2000,3000,4000,5000,4
55,"화재예방, 소방시설 설치·유지 안전관리에 관한 법령상 펄프 공장의 작업장, 음료수공장의 충전을 하는 작업장 등과 같 이 화재안전기준을 적용하기 어려운 특정소방대상물에 설치 하지 아니할 수 있는 소방시설의 종류가 아닌 것은?",상수도소화용수설비,스프링클러설비,연결송수관설비,연결살수설비,3
56,소방기본법령에 따른 특수가연물의 기준 중 다음 ( ) 안에 알맞은 것은?,"ⓐ 200, ⓑ 400","ⓐ 200, ⓑ 1000","ⓐ 400, ⓑ 200","ⓐ 400, ⓑ 1000",3
57,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 소방특별조사위원회의 위원에 해당하지 아니하는 사람은?",소방기술사,소방시설관리사,소방 관련 분야의 석사학위 이상을 취득한 사람,소방 관련 법인 또는 단체에서 소방 관련업무에 3년 이 상 종사한 사람,4
58,위험물안전관리법령상 소화 난이도 등급 I 의 옥내탱크저장 소에서 유황만을 저장·취급 할 경우 설치하여야 하는 소화 설비로 옳은 것은?,물분무소화설비,스프링클러설비,포소화설비,옥내소화전설비,1
59,소방시설공사업법령상 하자보수를 하여야하는 소방시설 중 하자보수 보증기간이 3년이 아닌 것은?,자동소화장치,비상방송설비,스프링클러설비,상수도소화용수설비,2
60,"소방기본법령상 소방대장은 화재, 재난·재해 그 밖의 위급한 상황이 발생한 현장에 소방활동구역을 정하여 소방활동에 필요한 자로서 대통령령으로 정하는 사람 외에는 그 구역에 의 출입을 제한할 수 있다. 다음 중 소방활동구역에 출입할 수 없는 사람은?",소방활동구역 안에 있는 소방대상물의 소유자·관리자 또 는 점유자,전기·가스·수도·통신·교통의 업무에 종사하는 사람으로서 원활한 소방활동을 위하여 필요한 사람,시·도지사가 소방활동을 위하여 출입을 허가한 사람,의사·간호사 그 밖의 구조·구급업무에 종사하는 사람 4과목 : 소방기계시설의 구조 및 원리,3
61,화재조기진압용 스프링클러설비의 화재안전기준상 헤드의 설치기준 중 ( )안에 알맞은 것은?,"ⓐ 2.4, ⓑ 3.7","ⓐ 3.7, ⓑ 9.1","ⓐ 6.0, ⓑ 9.3","ⓐ 9.1, ⓑ 13.7",3
62,분말소화설비의 화재안전기준상 수동식 기동장치의 부근에 설치하는 비상스위치에 대한 설명으로 옳은 것은?,자동복귀형 스위치로서 수동식 기동장치의 타이머를 순 간정지 시키는 기능의 스위치를 말한다.,자동복귀형 스위치로서 수동식 기동장치가 수신기를 순 간정지 시키는 기능의 스위치를 말한다.,수동복귀형 스위치로서 수동식 기동장치의 타이머를 순 간정지 시키는 기능의 스위치를 말한다.,수동복귀형 스위치로서 수동식 기동장치가 수신기를 순 간정지 시키는 기능의 스위치를 말한다.,1
63,할론소화설비의 화재안전기준상 화재표시반의 설치 기준이 아닌 것은?,소화약제 방출지연 비상스위치를 설치할 것,소화약제의 방출을 명시하는 표시등을 설치할 것.,수동식 기동장치는 그 방출용 스위치의 작동을 명시하는 표시등을 설치할 것,자동식 기동장치는 자동・수동의 절환을 명시하는 표시 등을 설치할 것,1
64,피난기구의 화재안전기준상 노유자 시설의 4층 이상 10층 이하에서 적응성이 있는 피난기구가 아닌 것은?,피난교,다수인피난장비,승강식피난기,미끄럼대,4
65,분말소화설비의 화재안전기준상 다음 ( )안에 알맞은 것은?,2.5 MPa 이하,2.5 MPa 이상,25 MPa 이하,25 MPa 이상,1
66,"스프링클러설비의 화재안전기준상 개방형스프링클러설비에 서 하나의 방수구역을 담당하는 헤드의 개수는 최대 몇 개 이하로 해야 하는가? (단, 방수구역은 나누어져 있지 않고 하나의 구역으로 되어 있다.)",50,40,30,20,1
67,"연결살수설비의 화재안전기준상 배관의 설치기준 중 하나의 배관에 부착하는 살수헤드의 개수가 3개인 경우 배관의 구 경은 최소 몇 mm 이상으로 설치해야 하는가? (단, 연결살 수설비 전용 헤드를 사용하는 경우이다.)",40,50,65,80,2
68,이산화탄소소화설비의 화재안전기준상 수동식 기동장치의 설치기준에 적합하지 않은 것은?,전역방출방식에 있어서는 방호대상물마다 설치,전기를 사용하는 기동장치에는 전원표시등을 설치할 것,"기동장치의 조작부는 바닥으로부터 높이 0.8m 이상 1.5m 이하의 위치에 설치하고, 보호판 등에 따른 보호장 치를 설치할 것",기동장치의 방출용 스위치는 음향경보장치와 연동하여 조작될 수 있는 것으로 할 것,1
69,"옥내소화전설비의 화재안전기준상 옥내소화전펌프의 후드밸 브를 소방용 설비외의 다른 설비의 후드밸브보다 낮은 위치 에 설치한 경우의 유효수량으로 옳은 것은? (단, 옥내소화전 설비와 다른 설비 수원을 저수조로 겸용하여 사용한 경우이 다.)",저수조의 바닥면과 상단 사이의 전체 수량,옥내소화전설비 후드밸브와 소방용 설비외의 다른 설비 의 후드밸브 사이의 수량,옥내소화전설비의 후드밸브와 저수조 상단 사이의 수량,저수조의 바닥면과 소방용 설비 외의 다른 설비의 후드 밸브 사이의 수량,2
70,포소화설비의 화재안전기준상 포소화설비의 배관 등의 설치 기준으로 옳은 것은?,포워터스프링클러설비 또는 포헤드설비의 가지 배관의 배열은 토너먼트방식으로 한다.,"송액관은 겸용으로 하여야 한다. 다만, 포소화전의 기동 장치의 조작과 동시에 다른 설비의 용도에 사용하는 배 관의 송수를 차단할 수 있거나, 포소화설비의 성능에 지 장이 없는 경우에는 전용으로 할 수 있다.",송액관은 포의 방출 종료 후 배관안의 액을 배출하기 위 하여 적당한 기울기를 유지하도록 하고 그 낮은 부분에 배액밸브를 설치하여야 한다.,연결송수관설비의 배관과 겸용할 경우의 주배관은 구경,3
71,물분무소화설비의 화재안전기준상 송수구의 설치기준으로 틀린 것은?,구경 65mm 의 쌍구형으로 할 것,지면으로부터 높이가 0.5m 이상 1m 이하의 위치에 설 치할 것,송수구는 하나의 층의 바닥면적이 1500m2를 넘을 때마 다 1개(5개를 넘을 경우에는 5개로 한다) 이상을 설치할 것,"가연성가스의 저장・취급시설에 설치하는 송수구는 그 방호대상물로부터 20m 이상의 거리를 두거나 방호대상 물에 면하는 부분이 높이 1.5m 이상, 폭 2.5m 이상의 철근콘크리트 벽으로 가려진 장소에 설치할 것",3
72,미분무소화설비의 화재안전기준상 미분무소화설비의 성능을 확인하기 위하여 하나의 발화원을 가정한 설계도서 작성 시 고려하여야 할 인자를 모두 고른 것은?,"㉠, ㉢, ㉥","㉠, ㉡, ㉢, ㉤","㉠, ㉡, ㉣, ㉤, ㉥","㉠, ㉡, ㉢, ㉣, ㉤, ㉥",4
73,특별피난계단의 계단실 및 부속실 제연설비의 화재안전기준 상 차압 등에 관한 기준 중 다음 괄호 안에 알맞은 것은?,12.5,40,70,110,4
74,포소화설비의 화재안전기준상 펌프의 토출관에 압입기를 설 치하여 포 소화약제 압입용 펌프로 포 소화약제를 압입시켜 혼합하는 방식은?,라인 푸로포셔너 방식,펌프 푸로포셔너 방식,프레져 푸로포셔너 방식,프레져사이드 푸로포셔너 방식,4
75,소화기구 및 자동소화장치의 화재안전기준에 따라 다음과 같이 간이소화용구를 비치하였을 경우 능력 단위의 합은?,1 단위,1.5 단위,2.5 단위,3 단위,2
76,"소화수조 및 저수조의 화재안전기준상 연면적이 40000m2인 특정소방대상물에 소화용수설비를 설치하는 경우 소화수조 의 최소 저수량은 몇 m3인가? (단, 지상 1층 및 2층의 바닥 면적 합계가 15000m2 이상인 경우이다.)",53.3,60,106.7,120,4
77,소화기구 및 자동소화장치의 화재안전기준에 따른 용어에 대한 정의로 틀린 것은?,"""소화약제""란 소화기구 및 자동소화장치에 사용되는 소화 성능이 있는 고체・액체 및 기체의 물질을 말한다.","""대형소화기”란 화재 시 사람이 운반할 수 있도록 운반 대와 바퀴가 설치되어 있고 능력 단위가 A급 20단위 이 상, B급 10단위 이상인 소화기를 말한다.","""전기화재(C급 화재)”란 전류가 흐르고 있는 전기기기, 배선과 관련된 화재를 말한다.","""능력단위""란 소화기 및 소화약제에 따른 간이소화용구에 있어서는 소방시설법에 따라 형식승인 된 수치를 말한 다.",2
78,옥내소화전설비의 화재안전기준상 배관 등에 관한 설명으로 옳은 것은?,펌프의 토출측 주배관의 구경은 유속이 5m/s 이하가 될 수 있는 크기 이상으로 하여야 한다.,"연결송수관설비의 배관과 겸용할 경우의 주배관은 구경 80mm 이상, 방수구로 연결되는 배관의 구경은 65mm 이상의 것으로 하여야 한다.","성능시험배관은 펌프의 토출측에 설치된 개폐밸브 이전 에서 분기하여 설치하고, 유량측정장치를 기준으로 전단 직관부에 개폐밸브를 후단 직관부에는 유량조절밸브를 설치하여야 한다.",가압송수장치의 체절운전 시 수온의 상승을방지하기 위 하여 체크밸브와 펌프사이에서 분기한 구경 20mm 이상 의 배관에 체절압력 이상에서 개방되는 릴리프밸브를 설 치하여야 한다.,3
79,소화전함의 성능인증 및 제품검사의 기술기준상 옥내 소화 전함의 재질을 합성수지 재료로 할 경우 두께는 최소 몇 mm 이상이어야 하는가?,1.5,2.0,3.0,4.0,4
80,소화설비용 헤드의 성능인증 및 제품검사의 기술기준상 소 화설비용 헤드의 분류 중 수류를 살수판에 충돌하여 미세한 물방울을 만드는 물분무헤드 형식은?,디프렉타형,충돌형,슬리트형,분사형,1
