번호,문제,보기1,보기2,보기3,보기4,정답
24,원심펌프를 이용하여 0.2m3/s로 저수지의 물을 2m 위의 물 탱크로 퍼 올리고자 한다. 펌프의 효율이 80%라고 하면 펌 프에 공급해야 하는 동력(kW)은?,1.96,3.14,3.92,4.90,4
25,"원관에서 길이가 2배, 속도가 2배가 되면 손실수두는 원래 의 몇 배가 되는가? (단, 두 경우 모두 완전발달 난류유동에 해당되며, 관 마찰계수는 일정하다.)",동일하다.,2배,4배,8배,4
26,펌프가 운전 중에 한숨을 쉬는 것과 같은 상태가 되어 펌프 입구의 진공계 및 출구의 압력계 지침이 흔들리고 송출유량 도 주기적으로 변화하는 이상 현상을 무엇이라고 하는가?,공동현상(cavitation),수격작용(water hammering),맥동현상(surging),언밸런스(unbalance),3
27,"터보팬을 6000rpm으로 회전시킬 경우, 풍량은 0.5m3/min, 축동력은 0.049 kW이었다. 만약 터보팬의 회전수를 8000rpm 으로 바꾸어 회전시킬 경우 축동력(kW)은?",0.0207,0.207,0.116,1.161,3
28,어떤 기체를 20℃에서 등온 압축하여 절대압력이 0.2MPa에 서 1MPa으로 변할 때 체적은 초기 체적과 비교하여 어떻게 변화하는가?,5배로 증가한다.,10배로 증가한다.,1/5 로 감소한다.,1/10 로 감소한다.,3
29,"원관 속의 흐름에서 관의 직경, 유체의 속도, 유체의 밀도, 유체의 점성계수가 각각 D, V, ρ, μ로 표시될 때 층류 흐름 의 마찰계수(f)는 어떻게 표현될 수 있는가?",,,,,1
30,"그림과 같이 매우 큰 탱크에 연결된 길이 100m, 안지름 20cm인 원관에 부차적 손실계수가 5이 밸브 A가 부착되어 있다. 관 입구에서의 부차적 손실계수가 0.5, 관마찰계수는 0.02이고, 평균속도가 2m/s 일 때 물의 높이 H(m)는?",1.48,2.14,2.81,3.36,4
31,"마그네슘은 절대온도 293K에서 열전도도가 156 W/m·K, 밀 도는 1740 kg/m3이고, 비열이 1017 J/kg·K 일 때 열확산계 수(m2/s)는?",8.96×10-2,1.53×10-1,8.81×10-5,8.81×10-4,3
32,"그림과 같이 반지름이 1m, 폭(y 방향) 2m인 곡면 AB에 작 용하는 물에 의한 힘의 수직성분(z방향) F 와 수평성분(x방 z 향) F 와의 비(F /F )는 얼마인가? x z x",π/2,2/π,2π,1/2π,1
33,"대기압하에서 10℃의 물 2kg이 전부 증발하여 100℃의 수 증기로 되는 동안 흡수되는 열량(kJ)은 얼마인가? (단, 물의 비열은 4.2 kJ/kg·K, 기화열은 2250 kJ/kg 이다.)",756,2638,5256,5360,3
34,경사진 관로의 유체흐름에서 수력기울기선의 위치로 옳은 것은?,언제나 에너지선보다 위에 있다.,에너지선보다 속도수두만큼 아래에 있다.,항상 수평이 된다.,개수로의 수면보다 속도수두 만큼 위에 있다.,2
35,그림과 같이 폭(b)이 1m이고 깊이(h ) 1m로 물이 들어있는,,,,,2
36,유체의 거동을 해석하는데 있어서 비점성 유체에 대한 설명 으로 옳은 것은?,실제 유체를 말한다.,전단응력이 존재하는 유체를 말한다.,유체 유동 시 마찰저항이 속도 기울기에 비례하는 유체 이다.,유체 유동 시 마찰저항을 무시한 유체를 말한다.,4
37,출구단면적이 0.0004m2 인 소방호스로부터 25m/s 의 속도 로 수평으로 분출되는 물제트가 수직으로 세워진 평판과 충 돌한다. 평판을 고정시키기 위한 힘(F)은 몇 N 인가?,150,200,250,300,3
38,두 개의 가벼운 공을 그림과 같이 실로 매달아 놓았다. 두 개의 공 사이로 공기를 불어 넣으면 공은 어떻게 되겠는가?,파스칼의 법칙에 따라 벌어진다.,파스칼의 법칙에 따라 가까워진다.,베르누이의 법칙에 따라 벌어진다.,베르누이의 법칙에 따라 가까워진다.,4
39,다음 중 뉴튼(Newton)의 점성법칙을 이용하여 만든 회전 원 통식 점도계는?,세이볼트(Saybolt) 점도계,오스왈트(Ostwald) 점도계,레으우드(Redwood) 점도계,맥미셸(MacMichael) 점도계,4
40,"그림과 같이 수은 마노미터를 이용하여 물의 유속을 측정하 고자 한다. 마노미터에서 측정한 높이차(h)가 30mm일 때 오리피스 전후의 압력(kPa) 차이는? (단, 수은의 비중은 13.6 이다.)",3.4,3.7,3.9,4.4 3과목 : 소방관계법규,2
41,다음 중 소방기본법령상 특수가연물에 해당하는 품명별 기 준수량으로 틀린 것은?,사류 1000kg 이상,면화류 200kg 이상,나무껍질 및 대팻밥 400kg 이상,넝마 및 종이부스러기 500kg 이상,4
42,"다음 중 화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 소방시설관리업을 등록할 수 있는 자는?",피성년후견인,소방시설관리업의 등록이 취소된 날부터 2년이 경과된 자,금고 이상의 형의 집행유예를 선고받고 그 유예기간 중 에 있는 자,금고 이상의 실형을 선고받고 그 집행이 면제된 날부터 2년이 지나지 아니한 자,2
43,위험물안전관리법령상 위험물취급소의 구분에 해당하지 않 는 것은?,이송취급소,관리취급소,판매취급소,일반취급소,2
44,국민의 안전의식과 화재에 대한 경각심을 높이고 안전문화 를 정착시키기 위한 소방의 날은 몇 월 며칠인가?,1월 19일,10월 9일,11월 9일,12월 19일,3
45,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 소방특별조사 결과 소방대상물의 위치 상황이 화재 예방을 위하여 보완될 필요가 있을 것으로 예상되는 때에 소방대상 물의 개수·이전·제거, 그 밖의 필요한 조치를 관계인에게 명 령할 수 있는 사람은?",소방서장,경찰청장,시·도지사,해당구청장,1
46,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 지하가 중 터널로서 길이가 1천미터일 때 설치하지 않아도 되는 소방시설은?",인명구조기구,옥내소화전설비,연결송수관설비,무선통신보조설비,1
47,"위험물안전관리법령상 허가를 받지 아니하고 당해 제조소등 을 설치하거나 그 위치·구조 또는 설비를 변경할 수 있으며, 신고를 하지 아니하고 위험물의 품명·수량 또는 지정수량의 배수를 변경할 수 있는 기준으로 옳은 것은?",축산용으로 필요한 건조시설을 위한 지정수량 40배 이하 의 저장소,수산용으로 필요한 건조시설을 위한 지정수량 30배 이하 의 저장소,농예용으로 필요한 난방시설을 위한 지정수량 40배 이하 의 저장소,주택의 난방시설(공동주택의 중앙난방시설 제외)을 위한 저장소,4
48,소방기본법령상 시장지역에서 화재로 오인할 만한 우려가 있는 불을 피우거나 연막소독을 하려는 자가 신고를 하지 아니하여 소방자동차를 출동하게 한 자에 대한 과태료 부 과·징수권자는?,국무총리,시·도지사,행정안전부 장관,소방본부장 또는 소방서장,4
49,소방시설공사업법령상 공사감리자 지정대상 특정소방대상물 의 범위가 아닌 것은?,제연설비를 신설·개설하거나 제연구역을 증설할 때,연소방지설비를 신설·개설하거나 살수구역을 증설할 때,캐비닛형 간이스프링클러설비를 신설·개설하거나 방호·방 수 구역을 증설할 때,물분무등소화설비(호스릴 방식의 소화설비 제외)를 신설· 개설하거나 방호·방수 구역을 증설할 때,3
50,소방기본법령상 소방대장의 권한이 아닌 것은?,화재 현장에 대통령령으로 정하는 사람외에는 그 구역에 출입하는 것을 제한할 수 있다.,화재 진압 등 소방활동을 위하여 필요할 때에는 소방용 수 외에 댐·저수지 등의 물을 사용할 수 있다.,국민의 안전의식을 높이기 위하여 소방박물관 및 소방체 험관을 설립하여 운영할 수 있다.,불이 번지는 것을 막기 위하여 필요할 때에는 불이 번질 우려가 있는 소방대상물 및 토지를 일시적으로 사용할 수 있다.,3
51,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 스프링클러설비를 설치하여야 하는 특정소방대상물의 기준 으로 틀린 것은? (단, 위험물 저장 및 처리 시설 중 가스시 설 또는 지하구는 제외한다.)",복합건축물로서 연면적 3500m2 이상인 경우에는 모든 층,창고시설(물류터미널은 제외)로서 바닥면적 합계가 5000m2 이상인 경우에는 모든 층,숙박이 가능한 수련시설 용도로 사용되는 시설의 바닥면 적의 합계가 600m2 이상인 것은 모든 층,"판매시설, 운수시설 및 창고시설(물류터미널에 한정)로서 바닥면적의 합계가 5000m2 이상이거나 수용인원이 500 명 이상인 경우에는 모든 층",1
52,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 단독경보형 감지기를 설치하여야 하는 특정소방대상물의 기 준으로 틀린 것은?(문제 오류로 가답안 발표시 1번으로 발 표되었지만 확정답안 발표시 1, 3번이 정답처리 되었습니 다. 여기서는 가답안인 1번을 누르시면 정답 처리 됩니다.)",연면적 600m2 미만의 기숙사,연면적 600m2 미만의 숙박시설,연면적 1000m2 미만의 아파트,교육연구시설 또는 수련시설 내에 있는 합숙소 또는 기 숙사로서 연면적 2000m2 미만인 것,1
53,소방시설공사업법령상 소방시설공사의 하자보수 보증기간이 3년이 아닌 것은?,자동소화장치,무선통신보조설비,자동화재탐지설비,간이스프링클러설비,2
54,"위험물안전관리법령상 제조소의 기준에 따라 건축물의 외벽 또는 이에 상당하는 공작물의 외측으로부터 제조소의 외벽 또는 이에 상당하는 공작물의 외측까지의 안전거리 기준으 로 틀린 것은? (단, 제6류 위험물을 취급하는 제조소를 제 외하고, 건축물에 불연재료로 된 방화상 유효한 담 또는 벽 을 설치하지 않은 경우이다.)",의료법에 의한 종합병원에 있어서는 30m 이상,도시가스사업법에 의한 가스공급시설에 있어서는 20m 이상,사용전압 35000V를 초과하는 특고압가공전선에 있어서 는 5m 이상,문화재보호법에 의한 유형문화재에 기념물 중 지정문화 재에 있어서는 30m 이상,4
55,소방기본법령상 화재가 발생하였을 때 화재의 원인 및 피해 등에 대한 조사를 하여야 하는 자는?,시·도지사 또는 소방본부장,소방청장·소방본부장 또는 소방서장,시·도지사·소방서장 또는 소방파출소장,행정안전부장관·소방본부장 또는 소방파출소장,2
56,소방기본법령상 화재피해조사 중 재산피해조사의 조사범위 에 해당하지 않는 것은?,소화활동 중 사용된 물로 인한 피해,"열에 의한 탄화, 용융, 파손 등의 피해",소방활동 중 발생한 사망자 및 부상자,"연기, 물품반출, 화재로 인한 폭발 등에 의한 피해",3
57,위험물안전관리법령상 위험물시설의 설치 및 변경 등에 관 한 기준 중 다음 ( ) 안에 들어갈 내용으로 옳은 것은?,"㉠ : 1, ㉡ : 대통령령, ㉢ : 소방본부장","㉠ : 1, ㉡ : 행정안전부령, ㉢ : 시·도지사","㉠ : 14, ㉡ : 대통령령, ㉢ : 소방서장","㉠ : 14, ㉡ : 행정안전부령, ㉢ : 시·도지사",2
58,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 수용인원 산정 방법 중 침대가 없는 숙박시설로서 해당 특 정소방대상물의 종사자의 수는 5명, 복도, 계단 및 화장실의 바닥면적을 제외한 바닥 면적이 158m2인 경우의 수용인원 은 약 몇 명인가?",37,45,58,84,3
59,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 1 급 소방안전관리 대상물에 해당하는 건축물은?",지하구,층수가 15층인 공공업무시설,연면적 15000m2 이상인 동물원,"층수가 20층이고, 지상으로부터 높이가 100미터인 아파 트",2
60,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 1 년 이하의 징역 또는 1천만원 이하의 벌금 기준에 해당하는 경우는?",소방용품의 형식승인을 받지 아니하고 소방용품을 제조 하거나 수입한 자,형식승인을 받은 소방용품에 대하여 제품검사를 받지 아 니한 자,거짓이나 그 밖의 부정한 방법으로 제품검사 전문기관으 로 지정을 받은 자,소방용품에 대하여 형상 등의 일부를 변경한 후 형식승 인의 변경승인을 받지 아니한 자 4과목 : 소방기계시설의 구조 및 원리,4
61,다음 중 스프링클러설비에서 자동경보밸브에 리타딩 챔버 (retarding chamber)를 설치하는 목적으로 가장 적절한 것 은?,자동으로 배수하기 위하여,압력수의 압력을 조절하기 위하여,자동경보밸브의 오보를 방지하기 위하여,경보를 발하기까지 시간을 단축하기 위하여,3
62,구조대의 형식승인 및 제품검사의 기술기준상 수직강하식 구조대의 구조 기준 중 틀린 것은?,구조대는 연속하여 강하할 수 있는 구조이어야 한다.,구조대는 안전하고 쉽게 사용할 수 있는 구조이어야 한 다.,입구틀 및 취부틀의 입구는 지름 40cm 이하의 구체가 통과할 수 있는 것이어야 한다.,"구조대의 포지는 외부포지와 내부포지로 구성하되, 외부 포지와 내부포지의 사이에 충분한 공기층을 두어야 한 다.",3
63,"분말소화설비의 화재안전기준상 분말소화설비의 가압용가스 로 질소가스를 사용하는 경우 질소가는 소화약제 1kg마다 최소 몇 L 이상이어야 하는가? (단, 질소가스의 양은 35℃ 에서 1기압의 압력상태로 환산한 것이다.)",10,20,30,40,4
64,도로터널의 화재안전기준상 옥내소화전설비 설치 기준 중 괄호 안에 알맞은 것은?,"㉠ 0.1, ㉡ 130","㉠ 0.17, ㉡ 130","㉠ 0.25, ㉡ 350","㉠ 0.35, ㉡ 190",4
65,물분무소화설비의 화재안전기준상 110kV 초과 154kV 이하 의 고압 전기기기와 물분무헤드 사이의 이격거리는 최소 몇 cm 이상이어야 하는가?,110,150,180,210,2
66,분말소화설비의 화재안전기준상 분말소화설비의 배관으로 동관을 사용하는 경우에는 최고사용압력의 최소 몇 배 이상 의 압력에 견딜 수 있는 것을 사용하여야 하는가?,1,1.5,2,2.5,2
67,소화기의 형식승인 및 제품검사의 기술기준상 A급 화재용 소화기의 능력단위 산정을 위한 소화능력시험의 내용으로 틀린 것은?,모형 배열 시 모형 간의 간격은 3m 이상으로 한다.,소화는 최초의 모형에 불을 붙인 다음 1분 후에 시작한 다.,소화는 무풍상태(풍속 0.5m/s 이하)와 사용상태에서 실 시한다.,"소화약제의 방사가 완료된 때 잔염이 없어야 하며, 방사 완료 후 2분 이내에 다시 불타지 아니한 경우 그 모형은 완전히 소화된 것으로 본다.",2
68,상수도소화용수설비의 화재안전기준상 소화전은 특정소방대 상물의 수평투영면의 각 부분으로부터 몇 m 이하가 되도록 설치하여야 하는가?,70,100,140,200,3
69,연소방지설비의 화재안전기준상 배관의 설치기준 중 다음 괄호 안에 알맞은 것은?(관련 규정 개정전 문제로 여기서는 기존 정답인 1번을 누르면 정답 처리됩니다. 자세한 내용은 해설을 참고하세요.),1/1000,2/100,1/100,1/500,1
70,포소화설비의 화재안전기준상 포헤드의 설치 기준 중 다음 괄호 안에 알맞은 것은?,"㉠ 8, ㉡ 9","㉠ 9, ㉡ 8","㉠ 9.3, ㉡ 13.9","㉠ 13.9, ㉡ 9.3",4
71,제연설비의 화재안전기준상 배출구 설치 시 예상제연구역의 각 부분으로부터 하나의 배출구까지의 수평거리는 최대 몇 m 이내가 되어야 하는가?,5,10,15,20,2
72,"스프링클러설비의 화재안전기준상 스프링클러헤드를 설치하 는 천장·반자·천장과 반자사이·덕트·선반 등의 각 부분으로 부터 하나의 스프링클러헤드까지의 수평거리 기준으로 틀린 것은? (단, 성능이 별도로 인정된 스프링클러헤드를 수리계 산에 따라 설치하는 경우는 제외한다.)",무대부에 있어서는 1.7m 이하,공동주택(아파트) 세대 내의 거실에 있어서는 3.2m 이하,특수가연물을 저장 또는 취급하는 장소에 있어서는 2.1m 이하,특수가연물을 저장 또는 취급하는 랙크식 창고의 경우에 는 1.7m 이하,3
73,이산화탄소소화설비의 화재안전기준상 전역방출방식의 이산 화탄소소화설비의 분사헤드 방사압력은 저압식인 경우 최소 몇 MPa 이상이어야 하는가?,0.5,1.05,1.4,2.0,2
74,완강기의 형식승인 및 제품검사의 기술기준상 완강기 및 간 이완강기의 구성으로 적합한 것은?,"속도조절기, 속도조절기의 연결부, 하부지지장치, 연결금 속구, 벨트","속도조절기, 속도조절기의 연결부, 로우프, 연결금속구, 벨트","속도조절기, 가로봉 및 세로봉, 로우프, 연결금속구, 벨 트","속도조절기, 가로봉 및 세로봉, 로우프, 하부지지장치, 벨트",2
75,"스프링클러설비의 화재안전기준상 스프링클러설비의 교차배 관에서 분기되는 지점을 기점으로 한쪽 가지배관에 설치되 는 헤드의 개수는 최대 몇 개 이하인가? (단, 방호구역 안에 서 칸막이 등으로 구획하여 헤드를 증설하는 경우와 격자형 배관방식을 채택하는 경우는 제외한다.)",8,10,12,15,1
76,제연설비의 화재안전기준상 제연설비의 설치장소 기준 중 하나의 제연구역의 면적은 최대 몇 m2 이내로 하여야 하는 가?,700,1000,1300,1500,2
77,옥내소화전설비의 화재안전기준상 배관의 설치기준 중 다음 괄호 안에 알맞은 것은?,"㉠ 80, ㉡ 65","㉠ 80, ㉡ 50","㉠ 100, ㉡ 65","㉠ 125, ㉡ 80",3
78,이산화탄소소화설비의 화재안전기준상 저압식 이산화탄소 소화약제 저장용기에 설치하는 안전밸브의 작동압력은 내압 시험압력의 몇 배에서 작동해야 하는가?,0.24 ~ 0.4,0.44 ~ 0.6,0.64 ~ 0.8,0.84 ~ 1,3
79,소화기구 및 자동소화장치의 화재안전기준상 노유자시설은 당해용도의 바닥면적 얼마 마다 능력단위 1단위 이상의 소 화기구를 비치해야 하는가?,바닥면적 30m2 마다,바닥면적 50m2 마다,바닥면적 100m2 마다,바닥면적 200m2 마다,3
80,"포소화설비의 화재안전기준상 전역방출방식 고발포용고정포 방출구의 설치기준으로 옳은 것은? (단, 해당 방호구역에서 외부로 새는 양 이상의 포수용액을 유효하게 추가하여 방출 하는 설비가 있는 경우는 제외한다.)",개구부에 자동폐쇄장치를 설치할 것,바닥면적 600m2 마다 1개 이상으로 할 것,방호대상물의 최고부분보다 낮은 위치에 설치할 것,특정소방대상물 및 포의 팽창비에 따른 종별에 관계없이 해당 방호구역의 관포체적 1m3에 대한 1분당 포수용액 방출량은 1L 이상으로 할 것,1
