번호,문제,보기1,보기2,보기3,보기4,정답
28,"부차적 손실계수 K = 40인 밸브를 통과할 때의 수두손실이 2m 일 때, 이 밸브를 지나는 유체의 평균 유속은 약 몇 m/s인가?",0.49,0.99,1.98,9.81,2
29,"두 개의 견고한 밀폐용기 A, B가 밸브로 연결되어 있다. 용 기 A에는 온도 300K, 압력 100kPa의 공기 1m3, 용기 B에 는 온도 300K, 압력 330kPa의 공기 2m3가 들어 있다. 밸브 를 열어 두 용기 안에 들어있는 공기 (이상기체)를 혼합한 후 장시간 방치하였다. 이 때 주위 온도는 300K로 일정하 다. 내부 공기의 최종압력은 약 몇 kPa 인가?",177,210,215,253,4
30,"지름이 15㎝인 관에 질소가 흐르는데, 피토관에 의한 마노 미터는 4㎝Hg의 차를 나타냈다. 유속은 약 몇 m/s 인가? (단, 질소의 비중은 0.00114, 수은의 비중은 13.6, 중력가속 도는 9.8m/s2 이다.)",76.5,85.6,96.7,105.6,3
31,그림과 같은 곡관에 물이 흐르고 있을 때 계기압력으로 P,,,,,4
32,그림과 같이 수족관에 직경 3m의 투시경이 설치되어 있다. 이 투시경에 작용하는 힘은 약 몇 kN인가?,207.8,123.9,87.1,52.4,1
33,화씨온도 200°F 섭씨온도(℃)로 약 얼마인가?,93.3℃,186.6℃,279.9℃,392℃,1
34,공동현상(Cavitation)의 발생 원인과 가장 관계가 먼 것은?,관내의 수온이 높을 때,펌프의 흡입 양정이 클 때,펌프의 설치 위치가 수원보다 낮을 때,관내의 물의 정압이 그때의 증기압보다 낮을 때,3
35,"소화펌프의 회전수가 1450rpm일 때 양정이 25m, 유량이 5m3/min 이었다. 펌프의 회전수를 1740rpm으로 높일 경우 양정(m)과 유량(m3/min)은? (단, 회전차의 직경은 일정하 다.)",양정 : 17 유량 : 4.2,양정 : 21 유량 : 5,양정 : 30.2 유량 : 5.2,양정 : 36 유량 : 6,4
36,"안지름이 0.1m인 파이프 내를 평균유속 5m/s 로 물이 흐르 고 있다. 길이 10m 사이에서 나타나는 손실수두는 약 몇 m 인가? (단, 관마찰계수는 0.013 이다.)",0.7,1,1.5,1.7,4
37,베르누이의 정리 가 적용되 는 조건이 될 수 없는 것은?,압축성의 흐름이다.,정상 상태의 흐름이다.,마찰이 없는 흐름이다.,베르누이 정리가 적용되는 임의의 두 점은 같은 유선상 에 있다.,1
38,"절대온도와 비체적이 각각 T, v인 이상기체 1kg이 압력이 P 로 일정하게 유지되는 가운데 가열되어 절대온도가 6T까지 상승되었다. 이 과정에서 이상기체가 한 일은 얼마인가?",Pv,3Pv,5Pv,6Pv,3
39,"직경이 D인 원형 축과 슬라이딩 베어링 사이에(간격=t, 길 이=L)에 점성계수가 μ인 유체가 채워져 있다. 축을 w의 각 속도로 회전시킬 때 필요한 토크를 구하면? (단, t<<D)",,,,,4
40,"수면에 잠긴 무게가 490N인 매끈한 쇠구슬을 줄에 매달아 서 일정한 속도로 내리고 있다. 쇠구슬이 물속으로 내려갈 수록 들고 있는데 필요한 힘은 어떻게 되는가? (단, 물은 정 지된 상태이며, 쇠구슬은 완전한 구형체이다.)",적어진다.,동일하다.,수면 위보다 커진다.,수면 바로 아래보다 커진다. 3과목 : 소방관계법규,2
41,위험물 제조소 게시판의 바탕 및 문자의 색으로 올바르게 연결된 것은?,"바탕 - 백색, 문자 - 청색","바탕 - 청색, 문자 -흑색","바탕 - 흑색, 문자 - 백색","바탕 - 백색, 문자 - 흑색",4
42,"화재예방, 소방시설 설치 · 유지 및 안전관리에 관한 법률에 따른 소방안전관리 업무를 하지 아니한 특정소방대상물의 관계인에게는 몇 만원 이하의 과태료를 부과하는가?",500,300,200,100,3
43,교육연구시설 중 학교 지하층은 바닥면적의 합계가 몇m2 이 상인 경우 연결살수설비를 설치해야 하는가?,500,600,700,1000,3
44,"일반 소방시설 설계업(기계분야)의 영업범위는 공장의 경우 연면적 몇 m2 미만의 특정소방대상물에 설치되는 기계분야 소방시설의 설계에 한하는가? (단, 제연설비가 설치되는 특 정소방대상물은 제외한다.)",10000m2,20000m2,30000m2,40000m2,1
45,소방시설공사업법상 소방시설업 등록신청 신청서 및 첨부서 류에 기재되어야 할 내용이 명확하지 아니한 경우 서류의 보완 기간은 며칠이내인가?,14,10,7,5,2
46,소방용수시설 중 소화전과 급수탑의 설치기준으로 틀린 것 은?,소화전은 상수도와 연결하여 지하식 또는 지상식의 구조 로 할 것,소방용호스와 연결하는 소화전의 연결금속구의 구경은 65mm로 할 것,급수탑 급수배관의 구경은 100mm 이상으로 할 것,급수탑의 개폐밸브는 지상에서 1.5m 이상 1.8m 이하의 위치에 설치할 것,4
47,소방본부장이 소방특별조사위원회 위원으로 임명하거나 위 촉할 수 있는 사람이 아닌 것은?,소방시설관리사,과장급 직위 이상의 소방공무원,소방 관련 분야의 석사학위 이상을 취득한 사람,소방 관련 법인 또는 단체에서 소방 관련 업무에 3년 이 상 종사한 사람,4
48,소화난이도등급 Ⅰ의 제조소등에 설치해야 하는 소화설비기 준 중 유황만을 저장 · 취급하는 옥내탱크저장소에 설치해 야 하는 소화설비는?,옥내소화전설비,옥외소화전설비,물분무소화설비,고정식 포소화설비,3
49,고형알코올 그 밖에 1기압 상태에서 인화점이 40℃ 미만인 고체에 해당하는 것은?,가연성고체,산화성고체,인화성고체,자연발화성물질,3
50,소방체험관의 설립 · 운영권자는?,국무총리,국민안전처장관,시 · 도지사,소방본부장 및 소방서장,3
51,제2류 위험물의 품명에 따른 지정수량의 연결이 틀린 것은?,황화린 - 100kg,유황 - 300kg,철분 - 500kg,인화성고체 - 1000kg,2
52,소방장비 등에 대한 국고보조 대상사업의 범위와 기준보조 율은 무엇으로 정하는가?,총리령,대통령령,시 · 도의 조례,국토교통부령,2
53,정기점검의 대상인 제조소등에 해당하지 않는 것은?,이송취급소,이동탱크저장소,암반탱크저장소,판매취급소,4
54,위험물안전관리법상 행정처분을 하고자하는 경우 청문을 실 시해야 하는 것은?,제조소등 설치허가의 취소,제조소등 영업정지 처분,탱크시험자의 영업정지,과징금 부과처분,1
55,소방용품의 형식승인을 반드시 취소하여야 하는 경우가 아 닌 것은?,거짓 또는 부정한 방법으로 형식승인을 받은 경우,시험시설의 시설기준에 미달되는 경우,거짓 또는 부정한 방법으로 제품검사를 받은 경우,변경승인을 받지 아니한 경우,2
56,소방기본법상의 벌칙으로 5년 이하의 징역 또는 3000만원 이하의 벌금에 해당하지 않는 것은?(관련 규정 개정전 문제 로 여기서는 기존 정답인 2번을 누르면 정답 처리 됩니다. 자세한 내용은 해설을 참고하세요),소방자동차가 화재진압 및 구조 · 구급활동을 위하여 출 동할 때 그 출동을 방해한 자,사람을 구출하거나 불이 번지는 것을 막기 위하여 불이 번질 우려가 있는 소방대상물의 사용제한의 강제처분을 방해한 자,출동한 소방대의 소방장비를 파손하거나 그 호용을 해하 여 화재진압 · 인명구조 또는 구급활동을 방해한 자,정당한 사유 없이 소방용수시설의 효용을 해치거나 그 정당한 사용을 방해한 자,2
57,하자보수 대상 소방시설 중 하자보수 보증기간이 2년이 아 닌 것은?,유도표지,비상경보설비,무선통신보조설비,자동화재탐지설비,4
58,소방기본법상 소방용수시설의 저수조는 지면으로부터 낙차 가 몇 m 이하가 되어야 하는가?,3.5,4,4.5,6,3
59,특정소방대상물 중 의료시설에 해당되지 않는 것은?,노숙인 재활시설,장애인 의료재활시설,정신의료기관,마약진료소,1
60,작동기능점검을 실시한 자는 작동기능점검 실시 결과 보고 서를 며칠 이내에 소방본부장 또는 소방서장에게 제출해야 하는가?(2020년 08월 14일 개정된 규정 적용됨),7,10,20,30 4과목 : 소방기계시설의 구조 및 원리,1
61,"항공기 격납고 포헤드의 1분당 방사량은 바닥면적 1m2당 최소 몇 L 이상이어야 하는가? (단, 수성막포 소화약제를 사 용한다.)",3.7,6.5,8.0,10,1
62,청정소화약제 소화설비의 수동식 기동장치의 설치기준 중 틀린 것은?,5kg 이상의 힘을 가하여 기동할 수 있는 구조로 할 것,전기를 사용하는 기동장치에는 전원표시등을 설치할 것,기동장치의 방출용 스위치는 음향경보장치와 연동하여 조작될 수 있는 것으로 할 것,해당 방호구역의 출입구부근 등 조작을 하는자가 쉽게 피난할 수 있는 장소에 설치할 것,1
63,제연구역의 선정방식 중 계단실 및 그 부속실을 동시에 제 어하는 것의 방연풍속은 몇 m/s 이상이어야 하는가?,0.5,0.7,1,1.5,1
64,완강기 벨트의 강도는 늘어뜨린 방향으로 1개에 대하여 몇 N의 인장하중을 가하는 시험에서 끊어지거나 현저한 변형이 생기지 않아야 하는가?,1500,3900,5000,6500,4
65,"분말소화설비의 자동식 기동장치의 설치기준 중 틀린 것은? (단, 자동식 기동장치는 자동화재탐지설비의 감지기와 연동 하는 것이다.)",기동용 가스용기의 충전비는 1.5 이상으로 할 것,자동식 기동장치에는 수동으로도 기동할 수 있는 구조로 할 것,전기식 기동장치로서 3병 이상의 저장용기를 동시에 개 방하는 설비는 2병 이상의 저장용기에 전자개방밸브를 부착할 것,기동용 가스용기에는 내압시험압력의 0.8배 내지 내압시 험압력 이하에서 작동하는 안전장치를 설치할 것,3
66,주방용 자동소화장치의 설치기준으로 틀린 것은?,아파트의 각 세대별 주방 및 오피스텔의 각 실별 주방에 설치한다.,소화약제 방출구는 환기구의 청소부분과 분리되어 있어 야 한다.,주방용 자동소화장치에 사용하는 가스차단 장치는 주방 배관의 개폐밸브로부터 1m 이하의 위치에 설치한다.,"주방용 자동소화장치의 탐지부는 수신부와 분리하여 설 치하되, 공기보다 무거운 가스를 사용하는 장소에는 바 닥면으로부터 30㎝ 이하의 위치에 설치한다.",3
67,물분무소화설비를 설치하는 주차장의 배수설비 설치기준 중 차량이 주차하는 바닥은 배수구를 향하여 얼마 이상의 기울 기를 유지해야 하는가?,1/100,2/100,3/100,5/100,2
68,물분무소화설비 송수구의 설치기준 중 틀린 것은?,송수구에는 이물질을 막기 위한 마개를 씌울 것,지면으로부터 높이가 0.8m 이상 1.5m 이하의 위치에 설 치할 것,송수구의 가까운 부분에 자동배수밸브 및 체크밸브를 설 치할 것,송수구는 하나의 층의 바닥면적이 3000m2를 넘을 때마 다 1개(5개를 넘을 경우에는 5개로 한다) 이상을 설치할 것,2
69,"전역방출방식 고발포용 고정포방출구의 설치기준으로 옳은 것은? (단, 해당 방호구역에서 외부로 새는 양 이상의 포수 용액을 유효하게 추가하여 방출하는 설비가 있는 경우는 제 외한다.)",고정포방출구는 바닥면적 600m2마다 1개 이상으로 할 것,고정포방출구는 방호대상물의 최고부분보다 낮은 위치에 설치할 것,개구부에 자동폐쇄장치를 설치할 것,특정소방대상물 및 포의 팽창비에 따른 종별에 관계없이 해당 방호구역의 관포체적 1m3에 대한 1분당 포수용액 방출량은 1L 이상으로 할 것,3
70,"모피창고에 이산화탄소 소화설비를 전역방출 방식으로 설치 할 경우 방호구역의 체적이 600m3라면 이산화탄소 소화약 제의 최소 저장량은 몇 kg 인가? (단, 설계농도는 75%이고, 개구부 면적은 무시한다.)",780,960,1200,1620,4
71,소화용수설비를 설치하여야 할 특정소방대상물에 있어서 유 수의 양이 최소 몇 m3/min 이상인 유수를 사용할 수 있는 경우에 소화수조를 설치하지 아니할 수 있는가?,0.8,1,1.5,2,1
72,"근린생활시설 지하층에 적응성이 있는 피난기구는? (단, 입 원실이 있는 의원·산후조리원·접골원·조산소는 제외한다.)",피난사다리,미끄럼대,구조대,피난교,1
73,"배관 · 행가 및 조명기구가 있어 살수의 장애가 있는 경우 스프링클러헤드의 설치방법으로 옳은 것은? (단, 스프링클러 헤드와 장애물과의 이격거리를 장애물 폭의 3배 이상 확보 한 경우는 제외한다.)",부착면과의 거리는 30㎝ 이하로 설치한다.,헤드로부터 반경 60㎝ 이상의 공간을 보유한다.,장애물과 부착면 사이에 설치한다.,장애물 아래에 설치한다.,4
74,분말소화설비 분말소화약제 1kg당 저장용기의 내용적 기준 으로 틀린 것은?,제1종 분말 : 0.8L,제2종 분말 : 1.0L,제3종 분말 : 1.0L,제4종 분말 : 1.8L,4
75,"특수가연물을 저장 또는 취급하는 랙크식 창고의 경우에는 스프링클러헤드를 설치하는 천장 · 반자 · 천장과 반자사이 · 덕트 · 선반 등의 각 부분으로부터 하나의 스프링클러헤드 까지의 수평거리 기준은 몇 m 이하인가? (단, 성능이 별도 로 인정된 스프링클러헤드를 수리계산에 따라 설치하는 경 우는 제외한다.)",1.7,2.5,3.2,4,1
76,옥내소화전설비 배관의 설치기준 중 틀린 것은?,옥내소화전방수구와 연결되는 가지배관의 구경은 40mm 이상으로 한다.,연결송수관설비의 배관과 겸용할 경우 주배관의 구경은 100mm 이상으로 한다.,펌프의 토출 측 주배관의 구경은 유속이 4m/s 이하가 될 수 있는 크기 이상으로 한다.,주배관중 수직배관의 구경은 15mm 이상으로 한다.,4
77,"수직강하식 구조대의 구조에 대한 설명 중 틀린 것은? (단, 건물내부의 별실에 설치하는 경우는 제외한다.)",구조대의 포지는 외부포지와 내부포지로 구성한다.,사람의 중량에 의하여 하강속도를 조절할 수 있어야 한 다.,구조대는 연속하여 강하할 수 있는 구조이어야 한다.,입구틀 및 취부틀의 입구는 지름 50㎝ 이상의 구체가 통 과할 수 있어야 한다.,2
78,스프링클러헤드에서 이융성 금속으로 융착되거나 이융성 물 질에 의하여 조립된 것은?,후레임,디프렉터,유리벌브,휴지블링크,4
79,소화용수설비에 설치하는 채수구의 수는 소요수량이 40m3 이상 100m3 미만인 경우 몇 개를 설치해야 하는가?,1,2,3,4,2
80,배출풍도의 설치기준 중 다음 ( )안에 알맞은 것은?,"㉠ 15, ㉡ 10","㉠ 10, ㉡ 15","㉠ 20, ㉡ 15","㉠ 15, ㉡ 20",4
