번호,문제,보기1,보기2,보기3,보기4,정답
61,"작동전압이 22,900[V]의 고압의 전기기기가 있는 장소에 물분무설비를 설치할 때 전기기기와 물 분무 헤드 사이의 최소 이격 거리는 얼마로 해야 하는가?",70[cm] 이상,80[cm] 이상,110[cm] 이상,150[cm] 이상,1
62,다음 중 일반화재(A급 화재)에 적응성을 만족하지 못한 소 화약제는? (문제 오류로 가답안 발표시 4번으로 발표되었지 만 확정답안 발표시 모두 정답처리 되었습니다. 여기서는 1 번을 누르면 정답 처리 됩니다.),포 소화약제,강화액 소화약제,할론 소화약제,이산화탄소 소화약제,1
63,거실 제연설비 설계 중 배출량 선정에 있어서 고려하지 않 아도 되는 사항은?,예상제연구역의 수직거리,예상제연구역의 바닥면적,제연설비의 배출방식,자동식 소화설비 및 피난설비의 설치 유무,4
64,폐쇄형 스프링클러 헤드를 최고 주위온도 40[℃]인 장소(공 장 및 창고 제외)에 설치할 경우 표시온도는 몇 [℃]의 것 을 설치하여야 하는가?,79[℃] 미만,79[℃] 이상 121[℃] 미만,121[℃] 이상 162[℃] 미만,162[℃] 이상,2
65,스프링클러헤드를 설치하지 않을 수 있는 장소로만 나열된 것은?,"계단, 병실, 목욕실, 냉동창고의 냉동실, 아파트(대피공간 제외)","발전실, 수술실, 응급처치실, 통신기기실, 관람석이 없는 테니스장","냉동창고의 냉동실, 변전실, 병실, 목욕실, 수영장 관람 석","수술실, 관람석이 없는 테니스장, 변전실, 발전실, 아파 트(대피공간 제외)",2
66,"학교, 공장, 창고시설에 설치하는 옥내소화전에서 가압송수 장치 및 기동장치가 동결의 우려가 있는 경우 일부 사항을 제외하고는 주펌프와 동등 이상의 성능이 있는 별도의 펌프 로서 내연기관의 기동과연동하여 작동되거나 비상전원을 연 결한 펌프를 추가 설치해야 한다. 다음 중 이러한 조치를취 해야 하는 경우는?",지하층이 없이 지상층만 있는 건축물,고가수조를 가압송수장치로 설치한 경우다.,수원이 건축물의 최상층에 설치된 방수구보다 높은 위치 에 설치되 경우,건축물의 높이가 지표면으로부터 10[m] 이하인 경우,1
67,다음은 할로겐화합 소화설비의 수동 기동장치 점검 내용으 로 맞지 않은 것은?,방호구역마다 설치되어 있는지 점검한다.,방출지연용 비상스위치가 설치되어 있는지 점검한다.,화재감지기와 연동되어있는지 점검한다.,조작부는 바닥으로부터 0.8[m] 이상 1.5[m] 이하의 위 치에 설치되어 있는지 점검한다.,3
68,화재 시 연기가 찰 우려가 없는 장소로서 호스릴분말소화설 비를 설치할 수 있는 기준 중 다음 ()안에 알맞은 것은?,"㉠ 15, ㉡ 1/5","㉠ 15, ㉡ 1/2","㉠ 20, ㉡ 1/5","㉠ 20, ㉡ 1/2",1
69,다음 ()안에 들어가는 기기로 옳은 것은?,"ⓐ 전자개방밸브, ⓑ 압력조정기","ⓐ 전자개방밸브, ⓑ 정압작동장치","ⓐ 압력조정기, ⓑ 전자개방밸브","ⓐ 압력조장기, ⓑ 정압개방밸브",1
70,이산화탄소 소화약제의 저장용기에 관한 일반적인 설명으로 옳지 않은 것은?,방호구역내의 장소에 설치하되 피난구 부근을 피하여 설 치할 것,"온도가 40[℃] 이하이고, 온도변화가 적은 곳에 설치할 것",직사광선 및 빗물이 침투할 우려가 없는 곳에 설치할 것,용기간의 간격은 점검에 지장이 없도록 3[cm] 이상의 간격을 유지할 것,1
71,다음 중 피난사다리 하부 지지점에 미끄럼 방지장치를 설치 하여야 하는 것은?,내림식 사다리,올림식 사다리,수납식 사다리,신축식 사다리,2
72,포소화약제의 혼합장치 중 펌프의 토출관에 압입기를 설치 하여 포 소화약제 압입용 펌프로 소화약제를 압입시켜 혼합 하는 방식은?,펌프 프로포셔너 방식,프레져사이드 프로포셔너 방식,라인 프로포셔너 방식,프레져 프로포셔너 방식,2
73,제연설비에서 예상제연구역의 각 부분으로부터 하나의 배출 구까지의 수평거리를 몇 [m] 이내가 되도록 하여야 하는 가?,10[m],12[m],15[m],20[m],1
74,상수도 소화용수 설비의 소화전은 특정 소방대상물의 수평 투영면 각 부분으로부터 최대 몇 [m] 이하가 되도록 설치 하는가?,25[m],40[m],100[m],140[m],4
75,"물분무소화설비 가압송수장치의 토출량에 대한 최소기준으 로 옳은 것은? (단, 특수가연물을 저장 취급하는 특정 소방 대상물 및 차고 주차장의 바닥면적은 50[m2]이하인 경우는 50[m2]를 기준으로 한다.)",차고 또는 주차장의 바닥면적 1[m2]에 대해 10[L/min] 로 20분간 방수할 수 있는 양 이상,특수가연물을 저장ㆍ취급하는 특정 소방대상물의 바닥면 적 1[m2]에 대해 20[L/min]로 20분간 방수할 수 있는 양 이상,"케이블 트레이, 케이블 덕트는 투영된 바닥면적 1[m2]에 대해 10[L/mim]로 20분간 방수할 수 있는 양 이상",절연유 봉입 변압기는 바닥면적을 제외한 표면적을 합한 면적1[m2]에 대해 10[L/min]로 20분간 방수할 수 있는 양 이상,4
76,피난기구 설치 기준으로 옳지 않은 것은?,"피난기구는 소방대상물의 기둥ㆍ바닥ㆍ보, 기타 구조상 견고한 부분에 볼트조임ㆍ매입ㆍ용접, 기타의 방법으로 견고하게 부착할 것","2층 이상의 층에 피난사다리(하향식 피난구용 내림식사 다리는 제외한다.)를 설치하는 경우에는 금속성 고정사다 리를 설치하고, 피난에 방해되지 않도록 노대는 설치되 지 않아야 할 것","승강식피난기 및 하향식 피난구용 내림식사다리는 설치 경로가 설치층에서 피난층까지 연계될 수 있는 구조로 설치할 것. 다만, 건축물의 구조 및 설치 여건 상 불가피 한 경우에는 그러하지 아니한다.","승강식피난기 및 하향식 피난구용 내림식사다리의 하강 식 내측에는 기구의 연결 금속구 등이 없어야 하며 전개 된 피난기구는 하강수 수평투영면적 공간 내의 범위를 침범하지 않는 구조이어야 할 것. 단, 직경 60[cm] 크기 의 범위를 벗어난 경우이거나, 직하층의 바닥 면으로부 터 높이 50[cm] 이하의 범위는 제외한다.",2
77,"포소화설비의 자동식 기동장치를 패쇄형 스프링클러헤드의 개방과 연동하여 가압송수장치ㆍ일제개방밸브 및 포 소화약 제 혼합 장치를 기동하는 경우 다음 ()안에 알맞은 것은? (단, 자동화재탐지설비의 수신기가 설치된 장소에 장시 사람 이 근무하고 있고, 화재시 즉시 해당 조작부를 작동시킬 수 있는 경우는 제외한다.)","㉠ 79, ㉡ 8","㉠ 121, ㉡ 8","㉠ 79, ㉡ 20","㉠ 121, ㉡ 20",3
78,특정소방대상물별 소화기구의 능력단위의 기준 중 다음 ()안 에 알맞은 것은?,"㉠ 30, ㉡ 50 ㉢ 100","㉠ 30, ㉡ 100 ㉢ 50","㉠ 50, ㉡ 100 ㉢ 30","㉠ 50, ㉡ 30 ㉢ 100",3
79,"아래 평면도와 같이 반자가 있는 어느 실내에 전등이나 공 조용 디퓨져 등의 시설물을 무시하고 수평거리를 2.1[m]로 하여 스프링클러헤드를 정방형으로 설치하고자 할 때 최소 몇 개의 헤드를 설치해야 하는가? (단, 반자 속에는 헤드를 설치하지 아니하는 것으로 본다.)",24개,42개,54개,72개,3
80,소화용수설비 중 소화수조 및 저수조에 대한 설명으로 틀린 것은?,"소화수조, 저수조의 채수구 또는 흡수관투입구는 소방차 가 2[m] 이내의 지점까지 접근할 수 있는 위치에 설치 할 것",지하에 설치하는 소화용수설비의 흡수관투입구는 그 한 변이 0.6[m] 이상인 것으로 할 것,채수구는 지면으로부터의 높이가 0.5[m] 이상 1[m] 이 하의 위치에 설치하고 “채수구”라고 표시한 표시를 할 것,소화수조가 옥상 또는 옥탑의 부분에 설치된 경우에는 지상에 설치된 채수구에서의 압력이 0.1[MPa]이상이 되 도록 할 것,4
