번호,문제,보기1,보기2,보기3,보기4,정답
44,위험물안전관리법령상 제조소등의 완공검사 신청 시기 기준 으로 틀린 것은?,지하탱크가 있는 제조소등의 경우에는 당해 지하탱크를 매설하기 전,이동탱크저장소의 경우에는 이동저장탱크를 완공하고 상 치장소를 확보한 후,이송취급소의 경우에는 이송배관 공사의 전체 또는 일부 완료한 후,배관을 지하에 설치하는 경우에는 소방서장이 지정하는 부분을 매몰하고 난 직후,4
45,"위험물안전관리법령상 제조소 또는 일반 취급소에서 취급하 는 제 4류 위험물의 최대 수량의 합이 지정수량의 24만 배 이상 48만 배 미만인 사업소의 관계인이 두어야 하는 화학 소방자동차와 자체소방대원의 수의 기준으로 옳은 것은? (단, 화재 그 밖의 재난발생시 다른 사업소 등과 상호응원에 관한 협정을 체결하고 있는 사업소는 제외한다.)","화학소방자동차 : 2대, 자체소방대원의 수 : 10인","화학소방자동차 : 3대, 자제소방대원의 수 : 10인","화학소방자동차 : 3대, 자제소방대원의 수 : 15인","화학소방자동차 : 4대, 자제소방대원의 수 : 20인",3
46,방시설공사업법령상 하자를 보수하여야 하는 소방시설과 소 방시설별 하자보수 보증기간으로 옳은 것은?,유도등 : 1년,자동소화장치 : 3년,자동화재탐지설비 : 2년,상수도소화용수설비 : 2년,2
47,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법상 시· 도지사는 관리업자에게 영업정지를 명하는 경우로서 그 영 업정지가 국민에게 심한 불편을 주거나 그 밖에 공익을 해 칠 우려가 있을 때에는 영업정지처분을 갈음하여 얼마 이하 의 과징금을 부과할 수 있는가?",1000만원,2000만원,3000만원,5000만원,3
48,소방기본법령상 불꽃을 사용하는 용접·용단 기구의 용접 또 는 용단 작업장에서 지켜야 하는 사항 중 다음 ( )안에 알맞 은 것은?,"㉠ 3, ㉡ 5","㉠ 5, ㉡ 3","㉠ 5, ㉡ 10","㉠ 10, ㉡ 5",3
49,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법상 특 정소방대상물의 관계인이 소방시설에 폐쇄(잠금을 포함)·차 단 등의 행위를 하여서 사람을 상해에 이르게 한 때에 대한 벌칙기준으로 옳은 것은?",10년 이하의 징역 또는 1억 원 이하의 벌금,7년 이하의 징역 또는 7000만 원 이하의 벌금,5년 이하의 징역 또는 5000만 원 이하의 벌금,3년 이하의 징역 또는 3000만 원 이하의 벌금,2
50,소방기본법상 관계인의 소방활동을 위반하여 정당한 사유 없이 소방대가 현장에 도착할 때까지 사람을 구출하는 조치 또는 불을 끄거나 불이 번지지 아니하도록 하는 조치를 하 지 아니한 자에 대한 벌칙 기준으로 옳은 것은?,100만 원 이하의 벌금,200만 원 이하의 벌금,300만 원 이하의 벌금,400만 원 이하의 벌금,1
51,화재위험도가 낮은 특정소방대상물 중 소방대가 조직되어 24시간 근무하고 있는 청사 및 차고에 설치하지 아니할 수 있는 소방시설이 아닌 것은?(관련 규정 개정전 문제로 여기 서는 기존 정답인 1번을 누르면 정답 처리됩니다. 자세한 내용은 해설을 참고하세요.),자동화재탐지설비,연결송수관설비,피난기구,비상방송설비,1
52,제조소등의 위치·구조 및 설비의 기준 중 위험물을 취급하 는 건축물의 환기설비 설치 기준으로 다음 ( )안에 알맞은 것은?,"㉠ 100 m2, ㉡ 800 cm2","㉠ 150 m2, ㉡ 800 cm2","㉠ 100 m2, ㉡ 1000 cm2","㉠ 150 m2, ㉡1000 cm2",2
53,"소방시설공사업법령상 특정소방대상물에 설치된 소방시설등 을 구성하는 것의 전부 또는 일부를 개설, 이전 또는 정비 하는 공사의 경우 소방시설공사의 착공신고 대상이 아닌 것 은? (단, 고장 또는 파손 등으로 인하여 작동시킬 수 없는 소방시설을 긴급히 교체하거나 보수하여야 하는 경우는 제 외한다.)",수신반,소화펌프,동력(감시)제어반,압력챔버,4
54,특정소방대상물에서 사용하는 방염대상물품의 방염성능검사 방법과 검사 결과에 따른 합격 표시 등에 필요한 사항은 무 엇으로 정하는가?(관련규정 개정전 문제로 여기서는 기존 정답인 2번을 누르면 정답 처리 됩니다. 자세한 내용은 해 설을 참고하세요),대통령령,총리령,국민안전처장관령,시·도의 조례,2
55,시장지역에서 화재로 오인할 만한 우려가 있는 불을 피우거 나 연막소독을 하려는 자가 신고를 하지 아니하여 소방자동 차를 출동하게 한 자에 대한 과태료 부과·징수권자는?,국무총리,국민안전처장관,시·도지사,소방서장,4
56,소방기본법령상 소방용수시설에 대한 설명으로 틀린 것은?,시·도지사는 소방활동에 필요한 소방용수 시설을 설치하 고 유지·관리하여야 한다.,수도법의 규정에 따라 설치된 소화전도 시·도지사가 유 지·관리하여야 한다.,소방본부장 또는 소방서장은 원활한 소방활동을 위하여 소방용수시설에 대한 조사를 월 1회 이상 실시하여야 한 다.,소방용수시설 조사의 결과는 2년간 보관하여야 한다.,2
57,소방기본법령상 소방서 종합상황실의 실장이 서면·모사전송 또는 컴퓨터통신 등으로 소방본부의 종합상황실에 지체 없 이 보고하여야 하는 기준으로 틀린 것은?,사망자가 5인 이상 발생하거나 사상자가 10인 이상 발생 한 화재,층수가 11층 이상인 건축물에서 발생한 화재,이재민이 50인 이상 발생한 화재,재산피해액이 50억 원 발생한 화재,3
58,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 시·도지사가 실시하는 방염성능 검사 대상으로 옳은 것은?",설치 현장에서 방염처리를 하는 합판·목재,제조 또는 가공 공정에서 방염처리를 한 카펫,제조 또는 가공 공정에서 방염처리를 한 창문에 설치하 는 블라인드,설치 현장에서 방염처리를 하는 암막·무대막,1
59,"화재예방, 소방시설 설치·유지 및 안전관리에 관한 법령상 건축허가 등의 동의를 요구하는 때 동의요구서에 첨부하여 야 하는 설계도서가 아닌 것은? (단, 소방시설공사 착공신고 대상에 해당하는 경우이다.)",창호도,실내 전개도,건축물의 단면도,건축물의 주단면 상세도(내장 재료를 명시한 것),2
60,지하층을 포함한 층수가 16층 이상 40층 미만인 특정소방대 상물의 소방시설 공사현장에 배치하여야 할 소방공사 책임 감리원의 배치기준으로 옳은 것은?,총리령으로 정하는 특급감리원 중 소방기술사,총리령으로 정하는 특급감리원 이상의 소방공사 감리원 (기계분야 및 전기분야),총리령으로 정하는 고급감리원 이상의 소방공사 감리원 (기계분야 및 전기분야),총리령으로 정허는 중급감리원 이상의 소방공사 감리원 (기계분야 및 전기분야) 4과목 : 소방기계시설의 구조 및 원리,2
61,소방설비용헤드의 분류 중 수류를 살수판에 충돌하여 미세 한 물방울을 만드는 물분무 헤드는?,디프렉타형,충돌형,슬리트형,분사형,1
62,"물분무소화설비의 가압송수장치의 설치기준 중 틀린 것은? (단, 전동기 또는 내연기관에 따른 펌프를 이용하는 가압송 수장치이다.)",기동용수압개폐장치를 기동장치로 사용할 경우에 설치하 는 충압펌프의 토출압력은 가압송수장치의 정격 토출압 력과 같게 한다.,가압송수장치가 기동된 경우에는 자동으로 정지되도록 한다.,기동용수압개폐장치(압력챔버)를 사용할 경우 그 용적은 100L 이상으로 한다.,수원의 수위가 펌프보다 낮은 위치에 있는 가압송수장치 에는 물올림 장치를 설치한다.,2
63,건축물의 층수가 40층인 특별피난계단의 계단실 및 부속실 제연설비의 비상전원은 몇 분 이상 유효하게 작동할 수 있 어야 하는가?,20,30,40,60,3
64,옥내소화전설비 배관의 설치기준 중 다음 ( ) 안에 알맞은 것은?,"㉠ 80, ㉡ 65","㉠ 80, ㉡ 50","㉠ 100, ㉡ 65","㉠ 125, ㉡ 65",3
65,"포소화설비의 자동식 기동장치의 설치기준 중 다음 ( ) 안에 알맞은 것은? (단, 화재감지기를 사용하는 경우이며, 자동화 재탐지설비의 수신기가 설치된 장소에 상시 사람이 근무하 고 있고, 화재 시 즉시 해당 조작부를 작동시킬 수 있는 경 우는 제외한다.)","㉠ 25, ㉡ 30","㉠ 25, ㉡ 40","㉠ 15, ㉡ 30","㉠ 15, ㉡ 40",2
66,이산화탄소 소화설비 기동장치의 설치기준으로 옳은 것은?,가스압력식 기동장치 기동용가스용기의 용적은 3L 이상 으로 한다.,전기식 기동장치로서 5병의 저장용기를 동시에 개방하는 설비는 2병 이상의 저장 용기에 전자개방밸브를 부착해 야 한다.,수동식 기동장치는 전역방출방식에 있어서 방호대상물마 다 설치한다.,수동식 기동장치의 부근에는 방출지연을 위한 비상스위 치를 설치해야 한다.,4
67,연결살수설비의 배관에 관한 설치기준 중 옳은 것은?,개방형헤드를 사용하는 연결살수설비의 수평주행배관은 헤드를 향하여 상향으로 100분의 5 이상의 기울기로 설 치한다.,가지배관 또는 교차배관을 설치하는 경우에는 가지배관 의 배열은 토너멘트 방식이어야 한다.,"교차배관에는 가지배관과 가지배관사이마다 1개 이상의 행가를 설치하되, 가지배관 사이의 거리가 4.5m를 초과 하는 경우에는 4.5m 이내마다 1개 이상 설치한다.",가지배관은 교차배관 또는 주배관에서 분기되는 지점을 기점으로 한 쪽 가지배관에 설치되는 헤드의 개수는 6개 이하로 하여야 한다.,3
68,"스프링클러설비의 교차배관에서 분기되는 지점을 기점으로 한쪽 가지배관에 설치되는 헤드의 개수는 최대 몇 개 이하 인가? (단, 방호구역 안에서 칸막이 등으로 구획하여 헤드를 증설하는 경우와 격자형 배관방식을 채택하는 경우는 제외 한다.)",8,10,12,15,1
69,"차고·주차장에 설치하는 포소화전설비의 설치기준 중 다음 ( ) 안에 알맞은 것은? (단, 1개 층의 바닥면적이 200m2 이하 인 경우는 제외한다.)","㉠ 0.25, ㉡ 230","㉠ 0.25, ㉡ 300","㉠ 0.35, ㉡ 230","㉠ 0.35, ㉡ 300",4
70,물분무소화설비 송수구의 설치기준 중 틀린 것은?,구경 65㎜ 의 쌍구형으로 할 것,지면으로부터 높이가 0.5m 이상 1m 이하의 위치에 설 치할 것,"가연성가스의 저장·취급시설에 설치하는 송수구는 그 방 호대상물로부터 20m 이상의 거리를 두거나 방호대상물 에 면하는 부분이 높이 1.5m 이상, 폭 2.5m 이상의 철 근콘크리트 벽으로 가려진 장소에 설치할 것",송수구는 하나의 층의 바닥면적이 1500m2를 넘을 때마 다 1개(5개를 넘을 경우에는 5개로 한다.) 이상을 설치 할 것,4
71,분말소화약제 저장용기의 설치기준으로 틀린 것은?,"설치장소의 온도가 40°C 이하이고, 온도변화가 적은 곳 에 설치할 것",용기간의 간격은 점검에 지장이 없도록 5㎝ 이상의 간격 을 유지할 것,저장용기의 충전비는 0.8 이상으로 할 것,"저장용기에는 가압식은 최고사용압력의 1.8배 이하, 축 압식은 용기의 내압시험압력의 0.8배 이하의 압력에서 작동하는 안전밸브를 설치 할 것",2
72,국소방출방식의 분말소화설비 분사해드는 기준저장량의 소 화약제를 몇 초 이내에 방사할 수 있는 것이어야 하는가?,60,30,20,10,2
73,축압식 분말소화기 지시압력계의 정상 사용압력 범위 중 상 한 값은?,0.68MPa,0.78MPa,0.88MPa,0.98MPa,4
74,노유자시설의 3층에 적응성을 가진 피난기구가 아닌 것은?,미끄럼대,피난교,구조대,간이완강기,4
75,연소할 우려가 있는 개구부에 드렌처설비를 설치한 경우 해 당 개구부에 한하여 스프링클러 헤드를 설치하지 아니할 수 있는 기준으로 틀린 것은?,드렌처헤드는 개구부 위 측에 2.5m 이내마다 1개를 설 치할 것,제어밸브는 특정소방대상물 층마다에 바닥면으로 부터 0.5 m 이상 1.5m 이하의 위치에 설치할 것,드렌처헤드가 가장 많이 설치된 제어밸브에 설치된 드렌 처헤드를 동시에 사용하는 경우에 각 헤드선단의 방수량 은 80L/min 이상이 되도록 할 것,드렌처헤드가 가장 많이 설치된 제어밸브에 설치된 드렌 처헤드를 동시에 사용하는 경우에 각 헤드선단의 방수압 력은 0.1MPa 이상이 되도록 할 것,2
76,연소방지설비 방수헤드의 설치기준으로 옳은 것은?,방수헤드 간의 수평거리는 연소방지설비 전용헤드의 경 우에는 1.5m 이하로 할 것,방수헤드간의 수평거리는 스프링클러헤드의 경우에는 2m 이하로 할 것,살수구역은 환기구 등을 기준으로 지하구의 길이방향으 로 350m 이내마다 1개 이상 설치할 것,하나의 살수구역의 길이는 2m 이상으로 할 것,3
77,내림식사다리의 구조기준 중 다음 ( ) 안에 공통으로 들어갈 내용은?,15,10,7,5,2
78,청정소화약제 소화설비 중 약제의 저장 용기 내에서 저장상 태가 기체상태의 압축가스인 소화약제는?,IG 541,HCFC BLEND A,HFC~227ea,HFC-23,1
79,"연결송수관설비의 가압송수장치의 설치기준으로 틀린 것은? (단, 지표면에서 최상층 방수구의 높이가 70m 이상의 특정 소방대상물이다.)",펌프의 양정은 최상층에 설치된 노즐선단의 압력이 0.35MPa 이상의 압력이 되도록 할 것,계단식 아파트의 경우 펌프의 토출량은 1200L/min 이상 이 되는 것으로 할 것,계단식 아파트의 경우 해당 층에 설치된 방수구가 3개를 초과하는 것은 1개마다 400L/min을 가산한 양이 펌프의 토출량이 되는 것으로 할 것,내연기관을 사용하는 경우(층수가 30층 이상 49층 이하) 내연기관의 연료량은 20분 이상 운전할 수 있는 용량일 것,4
80,소화수조 및 저수조의 가압송수장치 설치기준 중 다음 ( ) 안에 알맞은 것은?,0.1,0.15,0.17,0.25,2
